k,f,name,E_semi,T_semi,obj_semi,E_active,T_active,obj_active,dE,dT,dObj
1,15,"Instance_50_10_3_0,6_0,2_20_Rep4",0,78919,78919,0,78579,78579,0,-340,-340
1,15,"Instance_50_10_3_0,6_0,6_10_Rep0",0,88116,88116,0,85369,85369,0,-2747,-2747
1,15,"Instance_50_10_3_0,6_0,6_10_Rep1",0,85593,85593,0,81987,81987,0,-3606,-3606
1,15,"Instance_50_10_3_0,6_0,6_10_Rep2",16,74204,74220,1229,76143,77372,1213,1939,3152
1,15,"Instance_50_10_3_0,6_0,6_10_Rep3",0,104074,104074,0,107779,107779,0,3705,3705
1,15,"Instance_50_10_3_0,6_0,6_10_Rep4",0,90047,90047,531,85366,85897,531,-4681,-4150
1,15,"Instance_50_10_3_0,6_0,6_20_Rep0",0,67751,67751,0,76301,76301,0,8550,8550
1,15,"Instance_50_10_3_0,6_0,6_20_Rep1",0,72802,72802,138,73028,73166,138,226,364
1,15,"Instance_50_10_3_0,6_0,6_20_Rep2",0,61167,61167,40,58894,58934,40,-2273,-2233
1,15,"Instance_50_10_3_0,6_0,6_20_Rep3",0,83082,83082,0,82174,82174,0,-908,-908
1,15,"Instance_50_10_3_0,6_0,6_20_Rep4",0,81158,81158,0,78747,78747,0,-2411,-2411
1,15,"Instance_50_10_3_0,6_1_10_Rep0",0,50088,50088,36,49368,49404,36,-720,-684
1,15,"Instance_50_10_3_0,6_1_10_Rep1",0,86609,86609,0,80887,80887,0,-5722,-5722
1,15,"Instance_50_10_3_0,6_1_10_Rep2",0,81034,81034,0,74139,74139,0,-6895,-6895
1,15,"Instance_50_10_3_0,6_1_10_Rep3",68,86309,86377,0,93774,93774,-68,7465,7397
1,15,"Instance_50_10_3_0,6_1_10_Rep4",0,70545,70545,0,70121,70121,0,-424,-424
1,15,"Instance_50_10_3_0,6_1_20_Rep0",0,99971,99971,8,91672,91680,8,-8299,-8291
1,15,"Instance_50_10_3_0,6_1_20_Rep1",0,77231,77231,0,76682,76682,0,-549,-549
1,15,"Instance_50_10_3_0,6_1_20_Rep2",0,78610,78610,1126,73419,74545,1126,-5191,-4065
1,15,"Instance_50_10_3_0,6_1_20_Rep3",0,93812,93812,0,97704,97704,0,3892,3892
1,15,"Instance_50_10_3_0,6_1_20_Rep4",0,79905,79905,198,79501,79699,198,-404,-206
1,15,"Instance_50_10_5_0,2_0,2_10_Rep0",143,14862,15005,2408,13999,16407,2265,-863,1402
1,15,"Instance_50_10_5_0,2_0,2_10_Rep1",1239,12450,13689,2198,13434,15632,959,984,1943
1,15,"Instance_50_10_5_0,2_0,2_10_Rep2",33,7708,7741,1485,7810,9295,1452,102,1554
1,15,"Instance_50_10_5_0,2_0,2_10_Rep3",29,9724,9753,2344,10547,12891,2315,823,3138
1,15,"Instance_50_10_5_0,2_0,2_10_Rep4",175,18725,18900,2793,18956,21749,2618,231,2849
1,15,"Instance_50_10_5_0,2_0,2_20_Rep0",0,9215,9215,418,9273,9691,418,58,476
1,15,"Instance_50_10_5_0,2_0,2_20_Rep1",0,10943,10943,1706,15825,17531,1706,4882,6588
1,15,"Instance_50_10_5_0,2_0,2_20_Rep2",0,9850,9850,1424,11415,12839,1424,1565,2989
1,15,"Instance_50_10_5_0,2_0,2_20_Rep3",26,12160,12186,767,11205,11972,741,-955,-214
1,15,"Instance_50_10_5_0,2_0,2_20_Rep4",0,11760,11760,1845,10780,12625,1845,-980,865
1,15,"Instance_50_10_5_0,2_0,6_10_Rep0",5,12980,12985,6,12331,12337,1,-649,-648
1,15,"Instance_50_10_5_0,2_0,6_10_Rep1",12,18259,18271,1256,14555,15811,1244,-3704,-2460
1,15,"Instance_50_10_5_0,2_0,6_10_Rep2",0,15673,15673,2,12265,12267,2,-3408,-3406
1,15,"Instance_50_10_5_0,2_0,6_10_Rep3",0,6826,6826,361,7867,8228,361,1041,1402
1,15,"Instance_50_10_5_0,2_0,6_10_Rep4",4,10950,10954,2035,10990,13025,2031,40,2071
1,15,"Instance_50_10_5_0,2_0,6_20_Rep0",0,1467,1467,252,1664,1916,252,197,449
1,15,"Instance_50_10_5_0,2_0,6_20_Rep1",0,2497,2497,0,2771,2771,0,274,274
1,15,"Instance_50_10_5_0,2_0,6_20_Rep2",6,6382,6388,348,6643,6991,342,261,603
1,15,"Instance_50_10_5_0,2_0,6_20_Rep3",0,7745,7745,224,8434,8658,224,689,913
1,15,"Instance_50_10_5_0,2_0,6_20_Rep4",0,9146,9146,164,8637,8801,164,-509,-345
1,15,"Instance_50_10_5_0,2_1_10_Rep0",0,5537,5537,0,5321,5321,0,-216,-216
1,15,"Instance_50_10_5_0,2_1_10_Rep1",0,14149,14149,137,14094,14231,137,-55,82
1,15,"Instance_50_10_5_0,2_1_10_Rep2",0,29201,29201,168,31379,31547,168,2178,2346
1,15,"Instance_50_10_5_0,2_1_10_Rep3",0,29391,29391,0,29043,29043,0,-348,-348
1,15,"Instance_50_10_5_0,2_1_10_Rep4",0,15737,15737,260,16043,16303,260,306,566
1,15,"Instance_50_10_5_0,2_1_20_Rep0",0,9852,9852,0,10750,10750,0,898,898
1,15,"Instance_50_10_5_0,2_1_20_Rep1",0,9033,9033,0,8909,8909,0,-124,-124
1,15,"Instance_50_10_5_0,2_1_20_Rep2",0,13158,13158,0,14358,14358,0,1200,1200
1,15,"Instance_50_10_5_0,2_1_20_Rep3",0,15551,15551,0,15705,15705,0,154,154
1,15,"Instance_50_10_5_0,2_1_20_Rep4",0,11671,11671,0,11059,11059,0,-612,-612
1,15,"Instance_50_10_5_0,4_0,2_10_Rep0",0,43258,43258,372,41487,41859,372,-1771,-1399
1,15,"Instance_50_10_5_0,4_0,2_10_Rep1",0,35878,35878,1476,37334,38810,1476,1456,2932
1,15,"Instance_50_10_5_0,4_0,2_10_Rep2",2,36912,36914,169,35662,35831,167,-1250,-1083
1,15,"Instance_50_10_5_0,4_0,2_10_Rep3",6,38800,38806,9,36579,36588,3,-2221,-2218
1,15,"Instance_50_10_5_0,4_0,2_10_Rep4",0,35877,35877,349,33955,34304,349,-1922,-1573
1,15,"Instance_50_10_5_0,4_0,2_20_Rep0",18,33350,33368,0,33187,33187,-18,-163,-181
1,15,"Instance_50_10_5_0,4_0,2_20_Rep1",0,28694,28694,798,33253,34051,798,4559,5357
1,15,"Instance_50_10_5_0,4_0,2_20_Rep2",1,43894,43895,96,44053,44149,95,159,254
1,15,"Instance_50_10_5_0,4_0,2_20_Rep3",0,33837,33837,184,35631,35815,184,1794,1978
1,15,"Instance_50_10_5_0,4_0,2_20_Rep4",0,39247,39247,264,38274,38538,264,-973,-709
1,15,"Instance_50_10_5_0,4_0,6_10_Rep0",46,44075,44121,413,42185,42598,367,-1890,-1523
1,15,"Instance_50_10_5_0,4_0,6_10_Rep1",0,37308,37308,30,37386,37416,30,78,108
1,15,"Instance_50_10_5_0,4_0,6_10_Rep2",6,44020,44026,16,44567,44583,10,547,557
1,15,"Instance_50_10_5_0,4_0,6_10_Rep3",15,36045,36060,0,35258,35258,-15,-787,-802
1,15,"Instance_50_10_5_0,4_0,6_10_Rep4",0,32101,32101,272,34100,34372,272,1999,2271
1,15,"Instance_50_10_5_0,4_0,6_20_Rep0",0,37069,37069,0,36417,36417,0,-652,-652
1,15,"Instance_50_10_5_0,4_0,6_20_Rep1",81,34888,34969,0,35751,35751,-81,863,782
1,15,"Instance_50_10_5_0,4_0,6_20_Rep2",264,54236,54500,0,49671,49671,-264,-4565,-4829
1,15,"Instance_50_10_5_0,4_0,6_20_Rep3",0,25893,25893,378,24826,25204,378,-1067,-689
1,15,"Instance_50_10_5_0,4_0,6_20_Rep4",0,29800,29800,0,31368,31368,0,1568,1568
1,15,"Instance_50_10_5_0,4_1_10_Rep0",0,36524,36524,0,35729,35729,0,-795,-795
1,15,"Instance_50_10_5_0,4_1_10_Rep1",15,49312,49327,276,47789,48065,261,-1523,-1262
1,15,"Instance_50_10_5_0,4_1_10_Rep2",20,50874,50894,1144,50159,51303,1124,-715,409
1,15,"Instance_50_10_5_0,4_1_10_Rep3",0,38625,38625,1800,38331,40131,1800,-294,1506
1,15,"Instance_50_10_5_0,4_1_10_Rep4",0,37435,37435,0,42230,42230,0,4795,4795
1,15,"Instance_50_10_5_0,4_1_20_Rep0",0,47962,47962,0,47407,47407,0,-555,-555
1,15,"Instance_50_10_5_0,4_1_20_Rep1",0,40067,40067,0,39087,39087,0,-980,-980
1,15,"Instance_50_10_5_0,4_1_20_Rep2",0,59600,59600,0,61693,61693,0,2093,2093
1,15,"Instance_50_10_5_0,4_1_20_Rep3",0,27900,27900,15,26429,26444,15,-1471,-1456
1,15,"Instance_50_10_5_0,4_1_20_Rep4",0,47683,47683,200,46981,47181,200,-702,-502
1,15,"Instance_50_10_5_0,6_0,2_10_Rep0",0,67015,67015,0,64702,64702,0,-2313,-2313
1,15,"Instance_50_10_5_0,6_0,2_10_Rep1",0,76845,76845,0,77087,77087,0,242,242
1,15,"Instance_50_10_5_0,6_0,2_10_Rep2",0,67848,67848,0,67217,67217,0,-631,-631
1,15,"Instance_50_10_5_0,6_0,2_10_Rep3",0,79259,79259,0,79643,79643,0,384,384
1,15,"Instance_50_10_5_0,6_0,2_10_Rep4",0,61437,61437,0,59958,59958,0,-1479,-1479
1,15,"Instance_50_10_5_0,6_0,2_20_Rep0",0,66553,66553,0,68077,68077,0,1524,1524
1,15,"Instance_50_10_5_0,6_0,2_20_Rep1",0,80849,80849,0,78250,78250,0,-2599,-2599
1,15,"Instance_50_10_5_0,6_0,2_20_Rep2",0,70780,70780,0,71430,71430,0,650,650
1,15,"Instance_50_10_5_0,6_0,2_20_Rep3",0,82729,82729,0,78972,78972,0,-3757,-3757
1,15,"Instance_50_10_5_0,6_0,2_20_Rep4",0,62667,62667,0,65951,65951,0,3284,3284
1,15,"Instance_50_10_5_0,6_0,6_10_Rep0",0,73701,73701,0,69301,69301,0,-4400,-4400
1,15,"Instance_50_10_5_0,6_0,6_10_Rep1",34,86331,86365,155,85727,85882,121,-604,-483
1,15,"Instance_50_10_5_0,6_0,6_10_Rep2",0,85170,85170,0,83178,83178,0,-1992,-1992
1,15,"Instance_50_10_5_0,6_0,6_10_Rep3",0,87714,87714,0,86644,86644,0,-1070,-1070
1,15,"Instance_50_10_5_0,6_0,6_10_Rep4",0,86158,86158,0,85832,85832,0,-326,-326
1,15,"Instance_50_10_5_0,6_0,6_20_Rep0",0,70220,70220,0,68627,68627,0,-1593,-1593
1,15,"Instance_50_10_5_0,6_0,6_20_Rep1",0,78028,78028,138,75148,75286,138,-2880,-2742
1,15,"Instance_50_10_5_0,6_0,6_20_Rep2",0,78494,78494,0,83067,83067,0,4573,4573
1,15,"Instance_50_10_5_0,6_0,6_20_Rep3",0,66738,66738,0,66026,66026,0,-712,-712
1,15,"Instance_50_10_5_0,6_0,6_20_Rep4",0,72423,72423,0,73324,73324,0,901,901
1,15,"Instance_50_10_5_0,6_1_10_Rep0",0,56945,56945,0,57404,57404,0,459,459
1,15,"Instance_50_10_5_0,6_1_10_Rep1",0,72444,72444,940,71154,72094,940,-1290,-350
1,15,"Instance_50_10_5_0,6_1_10_Rep2",0,58606,58606,8,59241,59249,8,635,643
1,15,"Instance_50_10_5_0,6_1_10_Rep3",0,108626,108626,0,107027,107027,0,-1599,-1599
1,15,"Instance_50_10_5_0,6_1_10_Rep4",0,93835,93835,0,96332,96332,0,2497,2497
1,15,"Instance_50_10_5_0,6_1_20_Rep0",0,79339,79339,8,77157,77165,8,-2182,-2174
1,15,"Instance_50_10_5_0,6_1_20_Rep1",0,80316,80316,328,81469,81797,328,1153,1481
1,15,"Instance_50_10_5_0,6_1_20_Rep2",0,93669,93669,581,95372,95953,581,1703,2284
1,15,"Instance_50_10_5_0,6_1_20_Rep3",0,88580,88580,0,87508,87508,0,-1072,-1072
1,15,"Instance_50_10_5_0,6_1_20_Rep4",0,71260,71260,704,69847,70551,704,-1413,-709
1,15,"Instance_50_5_3_0,2_0,2_10_Rep0",3213,6306,9519,10345,7024,17369,7132,718,7850
1,15,"Instance_50_5_3_0,2_0,2_10_Rep1",2018,4955,6973,8678,8575,17253,6660,3620,10280
1,15,"Instance_50_5_3_0,2_0,2_10_Rep2",3023,7313,10336,8657,7997,16654,5634,684,6318
1,15,"Instance_50_5_3_0,2_0,2_10_Rep3",3143,5659,8802,8838,6657,15495,5695,998,6693
1,15,"Instance_50_5_3_0,2_0,2_10_Rep4",2889,11897,14786,9985,11845,21830,7096,-52,7044
1,15,"Instance_50_5_3_0,2_0,2_20_Rep0",2236,3343,5579,7416,3418,10834,5180,75,5255
1,15,"Instance_50_5_3_0,2_0,2_20_Rep1",2418,6938,9356,10612,7233,17845,8194,295,8489
1,15,"Instance_50_5_3_0,2_0,2_20_Rep2",2287,3708,5995,4457,4430,8887,2170,722,2892
1,15,"Instance_50_5_3_0,2_0,2_20_Rep3",4028,3040,7068,7394,3770,11164,3366,730,4096
1,15,"Instance_50_5_3_0,2_0,2_20_Rep4",1496,5237,6733,7847,5706,13553,6351,469,6820
1,15,"Instance_50_5_3_0,2_0,6_10_Rep0",662,1194,1856,967,1742,2709,305,548,853
1,15,"Instance_50_5_3_0,2_0,6_10_Rep1",1467,1547,3014,4255,2396,6651,2788,849,3637
1,15,"Instance_50_5_3_0,2_0,6_10_Rep2",1060,2000,3060,6273,2245,8518,5213,245,5458
1,15,"Instance_50_5_3_0,2_0,6_10_Rep3",56,693,749,1800,711,2511,1744,18,1762
1,15,"Instance_50_5_3_0,2_0,6_10_Rep4",3,561,564,1202,4076,5278,1199,3515,4714
1,15,"Instance_50_5_3_0,2_0,6_20_Rep0",322,722,1044,1443,990,2433,1121,268,1389
1,15,"Instance_50_5_3_0,2_0,6_20_Rep1",377,313,690,772,707,1479,395,394,789
1,15,"Instance_50_5_3_0,2_0,6_20_Rep2",321,186,507,1534,664,2198,1213,478,1691
1,15,"Instance_50_5_3_0,2_0,6_20_Rep3",0,111,111,653,318,971,653,207,860
1,15,"Instance_50_5_3_0,2_0,6_20_Rep4",554,461,1015,3429,5724,9153,2875,5263,8138
1,15,"Instance_50_5_3_0,2_1_10_Rep0",15,26,41,867,219,1086,852,193,1045
1,15,"Instance_50_5_3_0,2_1_10_Rep1",1,0,1,263,24,287,262,24,286
1,15,"Instance_50_5_3_0,2_1_10_Rep2",0,215,215,189,1083,1272,189,868,1057
1,15,"Instance_50_5_3_0,2_1_10_Rep3",0,19,19,468,27,495,468,8,476
1,15,"Instance_50_5_3_0,2_1_10_Rep4",0,72,72,153,471,624,153,399,552
1,15,"Instance_50_5_3_0,2_1_20_Rep0",0,106,106,0,106,106,0,0,0
1,15,"Instance_50_5_3_0,2_1_20_Rep1",0,0,0,432,86,518,432,86,518
1,15,"Instance_50_5_3_0,2_1_20_Rep2",160,21,181,205,318,523,45,297,342
1,15,"Instance_50_5_3_0,2_1_20_Rep3",0,0,0,20,0,20,20,0,20
1,15,"Instance_50_5_3_0,2_1_20_Rep4",0,0,0,0,12,12,0,12,12
1,15,"Instance_50_5_3_0,4_0,2_10_Rep0",2659,20748,23407,5157,19915,25072,2498,-833,1665
1,15,"Instance_50_5_3_0,4_0,2_10_Rep1",199,23083,23282,6900,24356,31256,6701,1273,7974
1,15,"Instance_50_5_3_0,4_0,2_10_Rep2",1167,14777,15944,4476,15665,20141,3309,888,4197
1,15,"Instance_50_5_3_0,4_0,2_10_Rep3",1170,18467,19637,3655,18651,22306,2485,184,2669
1,15,"Instance_50_5_3_0,4_0,2_10_Rep4",574,24618,25192,7599,24162,31761,7025,-456,6569
1,15,"Instance_50_5_3_0,4_0,2_20_Rep0",0,21966,21966,4905,21248,26153,4905,-718,4187
1,15,"Instance_50_5_3_0,4_0,2_20_Rep1",770,25016,25786,7914,23232,31146,7144,-1784,5360
1,15,"Instance_50_5_3_0,4_0,2_20_Rep2",350,21497,21847,4303,22614,26917,3953,1117,5070
1,15,"Instance_50_5_3_0,4_0,2_20_Rep3",497,20385,20882,2066,21291,23357,1569,906,2475
1,15,"Instance_50_5_3_0,4_0,2_20_Rep4",548,20775,21323,6156,21617,27773,5608,842,6450
1,15,"Instance_50_5_3_0,4_0,6_10_Rep0",369,12702,13071,880,12300,13180,511,-402,109
1,15,"Instance_50_5_3_0,4_0,6_10_Rep1",25,4526,4551,2095,4995,7090,2070,469,2539
1,15,"Instance_50_5_3_0,4_0,6_10_Rep2",63,8086,8149,1812,8794,10606,1749,708,2457
1,15,"Instance_50_5_3_0,4_0,6_10_Rep3",336,15247,15583,2499,15744,18243,2163,497,2660
1,15,"Instance_50_5_3_0,4_0,6_10_Rep4",18,6025,6043,1124,7021,8145,1106,996,2102
1,15,"Instance_50_5_3_0,4_0,6_20_Rep0",440,6824,7264,354,8323,8677,-86,1499,1413
1,15,"Instance_50_5_3_0,4_0,6_20_Rep1",3,6578,6581,1869,6294,8163,1866,-284,1582
1,15,"Instance_50_5_3_0,4_0,6_20_Rep2",0,5535,5535,305,4608,4913,305,-927,-622
1,15,"Instance_50_5_3_0,4_0,6_20_Rep3",183,9282,9465,467,9688,10155,284,406,690
1,15,"Instance_50_5_3_0,4_0,6_20_Rep4",151,8582,8733,1674,9537,11211,1523,955,2478
1,15,"Instance_50_5_3_0,4_1_10_Rep0",44,11017,11061,70,10268,10338,26,-749,-723
1,15,"Instance_50_5_3_0,4_1_10_Rep1",15,13251,13266,1021,15005,16026,1006,1754,2760
1,15,"Instance_50_5_3_0,4_1_10_Rep2",318,12606,12924,242,12927,13169,-76,321,245
1,15,"Instance_50_5_3_0,4_1_10_Rep3",30,11141,11171,688,13500,14188,658,2359,3017
1,15,"Instance_50_5_3_0,4_1_10_Rep4",9,11278,11287,35,10308,10343,26,-970,-944
1,15,"Instance_50_5_3_0,4_1_20_Rep0",1,15220,15221,140,14278,14418,139,-942,-803
1,15,"Instance_50_5_3_0,4_1_20_Rep1",77,3955,4032,210,4156,4366,133,201,334
1,15,"Instance_50_5_3_0,4_1_20_Rep2",0,14990,14990,0,16297,16297,0,1307,1307
1,15,"Instance_50_5_3_0,4_1_20_Rep3",0,4381,4381,0,3755,3755,0,-626,-626
1,15,"Instance_50_5_3_0,4_1_20_Rep4",69,6654,6723,70,5646,5716,1,-1008,-1007
1,15,"Instance_50_5_3_0,6_0,2_10_Rep0",0,51314,51314,377,49385,49762,377,-1929,-1552
1,15,"Instance_50_5_3_0,6_0,2_10_Rep1",87,34565,34652,135,35553,35688,48,988,1036
1,15,"Instance_50_5_3_0,6_0,2_10_Rep2",1008,39918,40926,1729,39414,41143,721,-504,217
1,15,"Instance_50_5_3_0,6_0,2_10_Rep3",916,43579,44495,1203,43398,44601,287,-181,106
1,15,"Instance_50_5_3_0,6_0,2_10_Rep4",51,44228,44279,137,40400,40537,86,-3828,-3742
1,15,"Instance_50_5_3_0,6_0,2_20_Rep0",591,37196,37787,606,35334,35940,15,-1862,-1847
1,15,"Instance_50_5_3_0,6_0,2_20_Rep1",2,29846,29848,0,29532,29532,-2,-314,-316
1,15,"Instance_50_5_3_0,6_0,2_20_Rep2",191,47901,48092,416,43045,43461,225,-4856,-4631
1,15,"Instance_50_5_3_0,6_0,2_20_Rep3",122,44334,44456,333,45887,46220,211,1553,1764
1,15,"Instance_50_5_3_0,6_0,2_20_Rep4",18,36065,36083,515,36583,37098,497,518,1015
1,15,"Instance_50_5_3_0,6_0,6_10_Rep0",168,55847,56015,243,50865,51108,75,-4982,-4907
1,15,"Instance_50_5_3_0,6_0,6_10_Rep1",384,38006,38390,396,39045,39441,12,1039,1051
1,15,"Instance_50_5_3_0,6_0,6_10_Rep2",28,46691,46719,212,44876,45088,184,-1815,-1631
1,15,"Instance_50_5_3_0,6_0,6_10_Rep3",20,31603,31623,764,30041,30805,744,-1562,-818
1,15,"Instance_50_5_3_0,6_0,6_10_Rep4",162,34391,34553,1148,36327,37475,986,1936,2922
1,15,"Instance_50_5_3_0,6_0,6_20_Rep0",0,32119,32119,0,34658,34658,0,2539,2539
1,15,"Instance_50_5_3_0,6_0,6_20_Rep1",150,43934,44084,584,40794,41378,434,-3140,-2706
1,15,"Instance_50_5_3_0,6_0,6_20_Rep2",95,50666,50761,0,48333,48333,-95,-2333,-2428
1,15,"Instance_50_5_3_0,6_0,6_20_Rep3",0,51392,51392,2,50060,50062,2,-1332,-1330
1,15,"Instance_50_5_3_0,6_0,6_20_Rep4",120,42372,42492,42,41005,41047,-78,-1367,-1445
1,15,"Instance_50_5_3_0,6_1_10_Rep0",0,38550,38550,208,38868,39076,208,318,526
1,15,"Instance_50_5_3_0,6_1_10_Rep1",0,46919,46919,0,45954,45954,0,-965,-965
1,15,"Instance_50_5_3_0,6_1_10_Rep2",0,53686,53686,0,50320,50320,0,-3366,-3366
1,15,"Instance_50_5_3_0,6_1_10_Rep3",0,31124,31124,8,31675,31683,8,551,559
1,15,"Instance_50_5_3_0,6_1_10_Rep4",312,57316,57628,48,57045,57093,-264,-271,-535
1,15,"Instance_50_5_3_0,6_1_20_Rep0",0,39358,39358,45,38697,38742,45,-661,-616
1,15,"Instance_50_5_3_0,6_1_20_Rep1",0,42416,42416,162,41102,41264,162,-1314,-1152
1,15,"Instance_50_5_3_0,6_1_20_Rep2",0,29072,29072,3167,30863,34030,3167,1791,4958
1,15,"Instance_50_5_3_0,6_1_20_Rep3",102,39567,39669,104,39024,39128,2,-543,-541
1,15,"Instance_50_5_3_0,6_1_20_Rep4",0,24514,24514,25,23031,23056,25,-1483,-1458
1,15,"Instance_50_5_5_0,2_0,2_10_Rep0",1107,5127,6234,4244,8192,12436,3137,3065,6202
1,15,"Instance_50_5_5_0,2_0,2_10_Rep1",1836,3652,5488,6230,3764,9994,4394,112,4506
1,15,"Instance_50_5_5_0,2_0,2_10_Rep2",1203,5415,6618,3855,5541,9396,2652,126,2778
1,15,"Instance_50_5_5_0,2_0,2_10_Rep3",1623,7957,9580,3969,7831,11800,2346,-126,2220
1,15,"Instance_50_5_5_0,2_0,2_10_Rep4",716,5331,6047,2380,5420,7800,1664,89,1753
1,15,"Instance_50_5_5_0,2_0,2_20_Rep0",1047,1918,2965,3598,2194,5792,2551,276,2827
1,15,"Instance_50_5_5_0,2_0,2_20_Rep1",1448,4671,6119,1977,4633,6610,529,-38,491
1,15,"Instance_50_5_5_0,2_0,2_20_Rep2",515,4253,4768,2923,4990,7913,2408,737,3145
1,15,"Instance_50_5_5_0,2_0,2_20_Rep3",839,5233,6072,3683,6247,9930,2844,1014,3858
1,15,"Instance_50_5_5_0,2_0,2_20_Rep4",19,4564,4583,2608,4132,6740,2589,-432,2157
1,15,"Instance_50_5_5_0,2_0,6_10_Rep0",0,1344,1344,2696,870,3566,2696,-474,2222
1,15,"Instance_50_5_5_0,2_0,6_10_Rep1",882,1914,2796,2162,2852,5014,1280,938,2218
1,15,"Instance_50_5_5_0,2_0,6_10_Rep2",42,1883,1925,4500,2054,6554,4458,171,4629
1,15,"Instance_50_5_5_0,2_0,6_10_Rep3",358,1596,1954,1508,2282,3790,1150,686,1836
1,15,"Instance_50_5_5_0,2_0,6_10_Rep4",171,809,980,734,797,1531,563,-12,551
1,15,"Instance_50_5_5_0,2_0,6_20_Rep0",245,2735,2980,1738,2195,3933,1493,-540,953
1,15,"Instance_50_5_5_0,2_0,6_20_Rep1",0,416,416,1138,1310,2448,1138,894,2032
1,15,"Instance_50_5_5_0,2_0,6_20_Rep2",87,441,528,1608,1577,3185,1521,1136,2657
1,15,"Instance_50_5_5_0,2_0,6_20_Rep3",0,0,0,943,344,1287,943,344,1287
1,15,"Instance_50_5_5_0,2_0,6_20_Rep4",0,350,350,563,594,1157,563,244,807
1,15,"Instance_50_5_5_0,2_1_10_Rep0",0,1438,1438,104,1643,1747,104,205,309
1,15,"Instance_50_5_5_0,2_1_10_Rep1",0,878,878,0,878,878,0,0,0
1,15,"Instance_50_5_5_0,2_1_10_Rep2",9,3325,3334,736,3601,4337,727,276,1003
1,15,"Instance_50_5_5_0,2_1_10_Rep3",46,2800,2846,222,4387,4609,176,1587,1763
1,15,"Instance_50_5_5_0,2_1_10_Rep4",0,622,622,530,1177,1707,530,555,1085
1,15,"Instance_50_5_5_0,2_1_20_Rep0",0,3009,3009,0,3298,3298,0,289,289
1,15,"Instance_50_5_5_0,2_1_20_Rep1",0,1278,1278,110,2299,2409,110,1021,1131
1,15,"Instance_50_5_5_0,2_1_20_Rep2",0,183,183,0,195,195,0,12,12
1,15,"Instance_50_5_5_0,2_1_20_Rep3",0,159,159,45,199,244,45,40,85
1,15,"Instance_50_5_5_0,2_1_20_Rep4",14,2108,2122,69,2252,2321,55,144,199
1,15,"Instance_50_5_5_0,4_0,2_10_Rep0",289,16235,16524,989,13180,14169,700,-3055,-2355
1,15,"Instance_50_5_5_0,4_0,2_10_Rep1",581,14973,15554,1151,15801,16952,570,828,1398
1,15,"Instance_50_5_5_0,4_0,2_10_Rep2",318,17503,17821,2254,17912,20166,1936,409,2345
1,15,"Instance_50_5_5_0,4_0,2_10_Rep3",22,19910,19932,1893,19469,21362,1871,-441,1430
1,15,"Instance_50_5_5_0,4_0,2_10_Rep4",726,18909,19635,1842,16350,18192,1116,-2559,-1443
1,15,"Instance_50_5_5_0,4_0,2_20_Rep0",680,12586,13266,930,13414,14344,250,828,1078
1,15,"Instance_50_5_5_0,4_0,2_20_Rep1",966,17258,18224,1612,16298,17910,646,-960,-314
1,15,"Instance_50_5_5_0,4_0,2_20_Rep2",1010,15037,16047,1720,15204,16924,710,167,877
1,15,"Instance_50_5_5_0,4_0,2_20_Rep3",249,16213,16462,1722,13733,15455,1473,-2480,-1007
1,15,"Instance_50_5_5_0,4_0,2_20_Rep4",236,12681,12917,1016,12204,13220,780,-477,303
1,15,"Instance_50_5_5_0,4_0,6_10_Rep0",126,13476,13602,230,12263,12493,104,-1213,-1109
1,15,"Instance_50_5_5_0,4_0,6_10_Rep1",0,25343,25343,267,24504,24771,267,-839,-572
1,15,"Instance_50_5_5_0,4_0,6_10_Rep2",5,12354,12359,765,12775,13540,760,421,1181
1,15,"Instance_50_5_5_0,4_0,6_10_Rep3",35,19678,19713,28,18982,19010,-7,-696,-703
1,15,"Instance_50_5_5_0,4_0,6_10_Rep4",26,12646,12672,160,11594,11754,134,-1052,-918
1,15,"Instance_50_5_5_0,4_0,6_20_Rep0",0,13024,13024,424,11478,11902,424,-1546,-1122
1,15,"Instance_50_5_5_0,4_0,6_20_Rep1",6,12224,12230,96,12193,12289,90,-31,59
1,15,"Instance_50_5_5_0,4_0,6_20_Rep2",0,14633,14633,218,12726,12944,218,-1907,-1689
1,15,"Instance_50_5_5_0,4_0,6_20_Rep3",48,15612,15660,150,16245,16395,102,633,735
1,15,"Instance_50_5_5_0,4_0,6_20_Rep4",30,8570,8600,918,6576,7494,888,-1994,-1106
1,15,"Instance_50_5_5_0,4_1_10_Rep0",24,12538,12562,480,13748,14228,456,1210,1666
1,15,"Instance_50_5_5_0,4_1_10_Rep1",0,12573,12573,1287,12636,13923,1287,63,1350
1,15,"Instance_50_5_5_0,4_1_10_Rep2",12,17667,17679,156,17613,17769,144,-54,90
1,15,"Instance_50_5_5_0,4_1_10_Rep3",0,23259,23259,10,22163,22173,10,-1096,-1086
1,15,"Instance_50_5_5_0,4_1_10_Rep4",52,26746,26798,0,26896,26896,-52,150,98
1,15,"Instance_50_5_5_0,4_1_20_Rep0",14,12124,12138,170,12886,13056,156,762,918
1,15,"Instance_50_5_5_0,4_1_20_Rep1",0,20113,20113,190,19424,19614,190,-689,-499
1,15,"Instance_50_5_5_0,4_1_20_Rep2",0,5640,5640,399,5942,6341,399,302,701
1,15,"Instance_50_5_5_0,4_1_20_Rep3",4,6840,6844,0,6682,6682,-4,-158,-162
